make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption,co2,cluster
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18,368,0
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,16,413,0
JEEP,Renegade,SUV - SMALL,1.3,4,A9,X,32,204,2
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,30,222,2
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,31,216,2
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,29,230,2
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,X,29,230,2
JEEP,Wrangler JL 4X4,SUV - SMALL,2.0,4,A8,X,28,233,2
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,A8,X,24,274,1
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,M6,X,24,277,1
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2.0,4,A8,X,27,245,2
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,A8,X,24,275,1
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,23,285,1
KIA,Cadenza,FULL-SIZE,3.3,6,AS8,X,28,238,1
KIA,Forte,MID-SIZE,2.0,4,AV,X,41,164,2
KIA,Forte,MID-SIZE,2.0,4,M6,X,37,180,2
KIA,Niro,STATION WAGON - SMALL,1.6,4,AM6,X,59,114,2
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,X,60,110,2
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,X,52,129,2
KIA,Optima,FULL-SIZE,2.0,4,AS6,X,29,230,2
KIA,Optima,FULL-SIZE,2.4,4,AS6,X,34,199,2
KIA,Optima Hybrid,MID-SIZE,2.0,4,AM6,X,50,133,2
KIA,Rio,COMPACT,1.6,4,AS6,X,38,177,2
KIA,Rio,COMPACT,1.6,4,M6,X,38,175,2
KIA,Sedona,MINIVAN,3.3,6,AS8,X,25,272,1
KIA,Sorento,SUV - SMALL,2.4,4,AS6,X,29,225,2
KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,X,28,242,2
KIA,Sorento AWD,SUV - SMALL,3.3,6,AS8,X,25,265,1
KIA,Soul,STATION WAGON - SMALL,1.6,4,AM7,X,33,199,2
KIA,Soul,STATION WAGON - SMALL,1.6,4,AS6,X,34,198,2
KIA,Soul,STATION WAGON - SMALL,2.0,4,AS6,X,32,206,2
KIA,Sportage,SUV - SMALL,2.4,4,AS6,X,31,218,2
KIA,Sportage AWD,SUV - SMALL,2.0,4,AS6,X,25,263,1
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,27,247,1
KIA,Stinger AWD,MID-SIZE,2.0,4,AS8,Z,29,229,2
KIA,Stinger AWD,MID-SIZE,3.3,6,AS8,Z,24,279,1
LAMBORGHINI,Aventador Coupe,TWO-SEATER,6.5,12,AM7,Z,13,487,0
LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,AM7,Z,13,493,0
LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18,366,0
LAMBORGHINI,Huracan Coupe AWD,TWO-SEATER,5.2,10,AM7,Z,18,370,0
LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,AM7,Z,18,366,0
LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,18,370,0
LAMBORGHINI,Huracan Performante Coupe,TWO-SEATER,5.2,10,AM7,Z,18,370,0
LAMBORGHINI,Huracan Performante Spyder,TWO-SEATER,5.2,10,AM7,Z,18,370,0
LAMBORGHINI,Urus,SUV - STANDARD,4.0,8,AS8,Z,17,384,0
LAND ROVER,Discovery,SUV - STANDARD,3.0,6,AS8,Z,21,311,1
LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3.0,6,AS8,D,27,279,1
LAND ROVER,Discovery Sport,SUV - SMALL,2.0,4,AS9,Z,27,246,2
LAND ROVER,Range Rover 3.0,SUV - STANDARD,3.0,6,AS8,Z,23,291,1
LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3.0,6,AS8,D,29,256,1
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5.0,8,AS8,Z,22,305,0
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5.0,8,AS8,Z,18,365,0
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3.0,6,AS8,Z,23,291,1
LAND ROVER,Range Rover Sport TD6 Diesel,SUV - STANDARD,3.0,6,AS8,D,29,256,1
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5.0,8,AS8,Z,22,294,0
LAND ROVER,Range Rover Evoque,SUV - SMALL,2.0,4,AS9,Z,29,225,2
LAND ROVER,Range Rover Evoque Convertible,SUV - SMALL,2.0,4,AS9,Z,29,231,2
LAND ROVER,Range Rover Velar D180,SUV - SMALL,2.0,4,AS8,D,33,229,2
LAND ROVER,Range Rover Velar P300,SUV - SMALL,2.0,4,AS8,Z,27,248,2
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3.0,6,AS8,Z,24,273,1
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,53,124,2
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,31,211,1
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,30,219,1
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,26,254,1
LEXUS,GS F,COMPACT,5.0,8,AS8,Z,23,293,0
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,19,341,0
LEXUS,IS 300,COMPACT,2.0,4,AS8,Z,30,220,2
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,26,254,1
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,26,254,1
LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Z,22,294,0
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,35,189,2
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,25,261,1
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,31,214,1
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18,371,0
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Z,29,226,2
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,29,232,2
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,38,176,2
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,25,262,1
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,25,262,1
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,22,289,0
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,26,252,1
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,25,268,1
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,36,185,2
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,AV6,Z,35,190,2
LEXUS,UX 200,MID-SIZE,2.0,4,AS10,X,39,168,2
LEXUS,UX 250h,COMPACT,2.0,4,AV6,X,50,130,2
LEXUS,UX 250h AWD,COMPACT,2.0,4,AV6,X,47,140,2
LINCOLN,Continental AWD,FULL-SIZE,2.7,6,AS6,X,24,281,1
LINCOLN,Continental AWD,FULL-SIZE,3.0,6,AS6,X,23,289,1
LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,X,23,287,1
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,X,26,257,1
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS6,X,26,256,1
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,25,270,1
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,21,322,1
LINCOLN,MKT Livery AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,22,297,1
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,27,245,2
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,X,24,278,1
LINCOLN,MKZ Hybrid,MID-SIZE,2.0,4,AV,X,48,139,2
LINCOLN,Nautilus,SUV - SMALL,2.0,4,AS8,X,26,250,1
LINCOLN,Nautilus,SUV - SMALL,2.7,6,AS8,X,26,259,1
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,X,21,314,1
MASERATI,Ghibli,MID-SIZE,3.0,6,AS8,Z,23,286,1
MASERATI,Ghibli S,MID-SIZE,3.0,6,AS8,Z,22,295,1
MASERATI,Ghibli SQ4,MID-SIZE,3.0,6,AS8,Z,22,295,1
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,AS6,Z,19,354,0
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,21,324,1
MASERATI,Levante S,SUV - STANDARD,3.0,6,AS8,Z,20,330,1
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,18,360,0
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Z,18,360,0
MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Z,22,299,1
MASERATI,Quattroporte SQ4,FULL-SIZE,3.0,6,AS8,Z,22,301,1
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,21,321,0
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,37,179,2
MAZDA,CX-3,COMPACT,2.0,4,M6,X,35,186,2
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,35,189,2
MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,32,206,2
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,32,206,2
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,33,201,2
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,30,217,2
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,31,208,2
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,29,230,2
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,AS6,D,34,227,2
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,29,225,2
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,27,244,1
MAZDA,Mazda3 4-Door,COMPACT,2.0,4,AS6,X,37,178,2
MAZDA,Mazda3 4-Door (SIL),COMPACT,2.0,4,M6,X,37,180,2
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,X,37,181,2
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,36,183,2
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,34,192,2
MAZDA,Mazda3 5-Door,MID-SIZE,2.0,4,AS6,X,37,181,2
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.0,4,M6,X,36,181,2
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,35,187,2
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,M6,X,35,189,2
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,32,204,2
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,35,187,2
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,AS6,X,32,208,2
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,36,186,2
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,35,189,2
MERCEDES-BENZ,A 220,SUBCOMPACT,2.0,4,AM7,Z,34,195,2
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2.0,4,AM7,Z,33,199,2
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2.0,4,AM7,Z,34,192,2
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,33,201,2
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Z,26,253,1
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,25,263,1
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,25,255,1
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6,A9,Z,26,255,1
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A9,Z,25,263,1
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A9,Z,25,263,1
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8,A9,Z,24,282,1
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Z,24,277,1
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2.0,4,AM7,Z,31,217,2
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6,A9,Z,26,235,1
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,29,232,1
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3.0,6,A9,Z,26,245,1
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6,A9,Z,27,237,1
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,28,239,1
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Z,21,318,0
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8,A9,Z,22,299,0
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8,A9,Z,17,396,0
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,29,225,2
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6,A9,Z,25,262,1
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3.0,6,A9,Z,25,265,1
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8,A9,Z,21,309,0
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8,A9,Z,21,309,0
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,23,292,1
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3.0,6,A9,Z,22,297,1
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Z,18,370,0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,A7,Z,19,357,0
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,A7,Z,18,370,0
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3.0,6,A9,Z,25,264,1
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,21,323,0
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,21,324,0
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4.0,8,AM7,Z,21,315,0
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4.0,8,AM7,Z,21,315,0
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4.0,8,AM7,Z,20,327,0
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8,A9,Z,24,275,1
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8,A9,Z,22,306,0
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,24,271,1
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,A7,Z,19,356,0
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6.0,12,A9,Z,20,337,0
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6.0,12,A9,Z,19,343,0
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,22,303,0
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,28,238,1
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AM7,Z,34,196,2
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,31,215,2
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,A9,Z,30,219,2
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2.0,4,A9,Z,29,231,2
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4,A9,Z,30,221,2
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,30,221,2
MERCEDES-BENZ,CLA 250,MINICOMPACT,2.0,4,AM7,Z,34,193,2
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4,AM7,Z,32,204,2
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6,A9,Z,29,213,1
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,29,228,2
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3.0,6,A9,Z,27,244,1
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,24,271,1
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,26,257,1
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,26,254,1
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A9,Z,17,378,0
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AM7,Z,31,209,2
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,28,234,2
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2.0,4,A9,Z,28,234,2
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,23,282,1
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,21,312,1
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,19,355,0
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,23,286,0
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12,A7,Z,19,355,0
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,26,251,1
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,27,248,2
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,25,268,1
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6,A9,Z,26,253,1
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8,A9,Z,24,275,1
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,25,265,1
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,25,265,1
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,27,241,1
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,24,270,0
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,32,205,2
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,AS6,Z,36,184,2
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,M6,Z,38,175,2
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,AS6,Z,36,184,2
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,M6,Z,38,175,2
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,31,212,2
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,M6,Z,31,214,2
MINI,Cooper Convertible,MINICOMPACT,1.5,3,AS6,Z,36,184,2
MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,38,175,2
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,31,215,2
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,31,214,2
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,AS6,Z,34,197,2
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,M6,Z,31,210,2
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,AS6,Z,34,197,2
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,M6,Z,31,210,2
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,31,214,2
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,M6,Z,29,227,2
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,AS6,Z,34,197,2
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,M6,Z,31,210,2
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,31,215,2
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,M6,Z,29,228,2
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,AS6,Z,34,197,2
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,M6,Z,31,210,2
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,31,214,2
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,M6,Z,29,227,2
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,AS6,Z,34,197,2
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,M6,Z,30,220,2
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,30,220,2
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,M6,Z,29,228,2
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,30,216,2
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,46,143,2
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,X,43,151,2
MITSUBISHI,Mirage G4,COMPACT,1.2,3,AV,X,44,148,2
MITSUBISHI,Mirage G4,COMPACT,1.2,3,M5,X,43,153,2
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,31,212,2
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6,AS6,Z,27,246,1
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,32,206,2
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,31,213,2
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,30,218,2
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,25,261,1
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,25,270,1
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,25,271,1
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,24,279,1
NISSAN,Altima,MID-SIZE,2.5,4,AV,X,38,174,2
NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4,AV,X,35,190,2
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,38,177,2
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,36,186,2
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,35,190,2
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,18,364,0
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,23,290,1
NISSAN,Frontier,PICKUP TRUCK - SMALL,4.0,6,A5,X,22,299,1
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,20,326,1
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,21,317,1
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,22,295,1
NISSAN,Kicks,MID-SIZE,1.6,4,AV,X,39,169,2
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,29,233,1
NISSAN,Micra,COMPACT,1.6,4,A4,X,35,188,2
NISSAN,Micra,COMPACT,1.6,4,M5,X,36,186,2
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,AV7,X,28,240,1
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,27,242,1
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,30,218,2
NISSAN,Pathfinder,SUV - SMALL,3.5,6,AV,X,28,240,1
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,26,250,1
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,26,259,1
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,35,188,2
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,M6,X,31,217,2
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV7,X,34,198,2
NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,34,192,2
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,32,204,2
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,39,172,2
NISSAN,Sentra,MID-SIZE,1.8,4,M6,X,36,183,2
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,AV7,Z,34,193,2
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,M6,Z,34,195,2
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,32,205,2
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,M6,Z,32,204,2
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,21,312,0
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,21,315,0
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,20,331,0
NISSAN,Versa,MID-SIZE,1.6,4,AV,X,40,164,2
NISSAN,Versa,MID-SIZE,1.6,4,M5,X,37,180,2
PORSCHE,911 Carrera,MINICOMPACT,3.0,6,AM7,Z,30,221,1
PORSCHE,911 Carrera,MINICOMPACT,3.0,6,M7,Z,28,237,1
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,AM7,Z,29,227,1
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,M7,Z,27,241,1
PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,AM7,Z,27,243,1
PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,M7,Z,25,260,1
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,AM7,Z,26,249,1
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,26,258,1
PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,AM7,Z,29,226,1
PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,M7,Z,27,242,1
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,AM7,Z,29,228,1
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,M7,Z,27,243,1
PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,AM7,Z,27,248,1
